should_be_lc	Abnormality	HP:0011185	Focal EEG Abnormality	exact
should_be_lc	Abscisate	GO:0010295	ABA 8'-Hydroxylase activity, Abscisate 8'-hydroxylase activity	related
should_be_lc	Accessory	UBERON:0006665	Accessory hemi-azygos vein	exact
should_be_lc	Accommodation	HP:0030800	An anomaly in the process of visual accommodation, which is the process of adjustment of the eye to enable sharp vision of objects at different distances. Accommodation is mediated by contraction of the ciliary muscles, which alter the convexity of hte lens and, consequently, its refractive power.	exact
should_be_lc	Acetic	GO:0080030	indole-3-Acetic acid methyl ester esterase activity	exact
should_be_lc	Activating	GO:0035976	Activating protein 1 complex	exact
should_be_lc	Activation	GO:0071609	Regulated upon Activation, Normal T-cell Expressed, and Secreted production	exact
should_be_lc	Activation	GO:0071649	regulation of Regulated upon Activation, Normal T-cell Expressed, and Secreted production	exact
should_be_lc	Activation	GO:0071650	negative regulation of Regulated upon Activation, Normal T-cell Expressed, and Secreted production	exact
should_be_lc	Activation	GO:0071651	positive regulation of Regulated upon Activation, Normal T-cell Expressed, and Secreted production	exact
should_be_lc	Activation	GO:0071791	Regulated upon Activation, Normal T-cell Expressed, and Secreted binding	exact
should_be_lc	Adenylate	GO:0017091	Adenylate/uridylate-rich element binding	exact
should_be_lc	Anomaly	HP:0012481	Developmental Venous Anomaly	exact
should_be_lc	Anterolateral	UBERON:3010838	Anterolateral Supplementary Element	label
should_be_lc	Aortic	UBERON:0004663	Aortic wall	exact
should_be_lc	Apical	UBERON:3010837	Apical Supplementary Element	label
should_be_lc	Aqueduct	UBERON:0002289	Aqueduct ofSylvius	related
should_be_lc	Arm	GO:0070016	Arm repeat domain binding	exact
should_be_lc	Arteria	UBERON:0010251	ramus meningeus anterior (Arteria ethmoidalis anterioris)	exact
should_be_lc	Arteria	UBERON:0015350	ramus saphenus (Arteria descendentis genus)	exact
should_be_lc	Arteria	UBERON:0015481	ramus sinister (Arteria hepatica propria)	exact
should_be_lc	Arteria	UBERON:0015482	ramus dexter (Arteria hepatica propria)	exact
should_be_lc	Arteria	UBERON:0035183	ramus calcarinus (Arteria occipitalis medialis)	exact
should_be_lc	Arteria	UBERON:0035422	ramus circumflexus (Arteria coronaria sinistra)	exact
should_be_lc	Arterial	UBERON:0000415	Arterial wall	exact
should_be_lc	As	GO:0030791	S-adenosyl-L-methionine:arsenite As-methyltransferase activity	exact
should_be_lc	As	GO:0030791	S-adenosyl-L-methionine:methylarsonite As-methyltransferase activity	exact
should_be_lc	Atopic	HP:0001047	Dermatitis, Atopic	exact
should_be_lc	Auditory	UBERON:0001393	Auditory areas	related
should_be_lc	Azyr	UBERON:0002132	dentate nucleus (Vicq d'Azyr)	related
should_be_lc	Azyr	UBERON:0002148	locus coeruleus (Vicq d'Azyr)	related
should_be_lc	Bacteria	GO:0009275	cell wall of Gram-positive Bacteria	exact
should_be_lc	Biventer	UBERON:0006121	Biventer 1 (HVIII)	exact
should_be_lc	Biventer	UBERON:0006121	Lobulus Biventer	exact
should_be_lc	Biventral	UBERON:0006121	Biventral Lobule	exact
should_be_lc	Bridge	HP:0000446	Nasal Bridge, Narrow	exact
should_be_lc	Calcitonin	GO:1990406	Calcitonin-gene-related peptide receptor complex	exact
should_be_lc	Canalis	UBERON:0006010	Canalis hyaloideus	exact
should_be_lc	Cancer	HP:0006780	Parathyroid Cancer	exact
should_be_lc	Capsula	UBERON:0002018	membrana synovialis (Capsula articularis)	exact
should_be_lc	Capsula	UBERON:0002018	stratum synoviale (Capsula articularis)	exact
should_be_lc	Cardiac	UBERON:0002081	Cardiac atria	exact
should_be_lc	Cardiac	UBERON:0002166	Cardiac atria endocardium	exact
should_be_lc	Cardiac	UBERON:0002166	endocardium of Cardiac atria	exact
should_be_lc	Carnitine	GO:1900749	(-)-Carnitine transport	related
should_be_lc	Carnitine	GO:1900749	(-)-L-Carnitine transport	related
should_be_lc	Carnitine	GO:1900749	(R)-Carnitine transport	exact
should_be_lc	Carnitine	GO:1900749	Carnitine transport	related
should_be_lc	Carnitine	GO:1900749	L-Carnitine transport	exact
should_be_lc	Cataract	HP:0010693	Pulverulent Cataract	label
should_be_lc	Cauda	DOID:11577	Cauda equina syndrome	label
should_be_lc	Caudal	UBERON:0013533	Caudal postcentral area	exact
should_be_lc	Cavernous	UBERON:0000457	Cavernous branch of cavernous part of internal carotid artery	exact
should_be_lc	Cecal	UBERON:0000314	Cecal mucosa	exact
should_be_lc	Chat	DOID:12580	Cri-Du-Chat syndrome	label
should_be_lc	Chromatin	GO:0000408	Endopeptidase-like Kinase Chromatin-associated protein complex	exact
should_be_lc	Class	GO:0006313	Class II transposition	exact
should_be_lc	Class	GO:0032197	Class I transposition	exact
should_be_lc	Class	GO:0032198	Class III transposition	exact
should_be_lc	Clavicula	UBERON:0006805	extremitas sternalis (Clavicula)	exact
should_be_lc	Cleavage	UBERON:0007232	Cleavage:2-cell	narrow
should_be_lc	Cleavage	UBERON:0007233	Cleavage:4-cell	narrow
should_be_lc	Cleavage	UBERON:0007236	Cleavage:8-cell	narrow
should_be_lc	Cochlear	UBERON:0002830	anterior Ventral Cochlear Nucleus	related
should_be_lc	Colon	UBERON:0000397	Colon epithelium	exact
should_be_lc	Commissura	UBERON:0000935	Commissura anterior cerebri	exact
should_be_lc	Complex	GO:0000813	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Complex	GO:0000814	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Complex	GO:0000815	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Complex	GO:0030964	Complex I	exact
should_be_lc	Complex	GO:1990203	MdtBC Complex	label
should_be_lc	Complex	GO:1990469	Rhino-Deadlock-Cutoff Complex	label
should_be_lc	Complex	UBERON:0006007	Pre-BC6tzinger Complex	exact
should_be_lc	Copula	UBERON:3010583	Copula I	related
should_be_lc	Copula	UBERON:3010585	Copula II	related
should_be_lc	Core	GO:0016263	Core 1 GalT	related
should_be_lc	Corpus	UBERON:0003016	fornix (entering Corpus mamillare)	exact
should_be_lc	Corpus	UBERON:0006107	pars basolateralis (Corpus amygdaloideum)	exact
should_be_lc	Corpus	UBERON:0006108	pars corticomedialis (Corpus amygdaloideum)	exact
should_be_lc	Cortex	UBERON:0034892	Cortex insularis granularis	related
should_be_lc	Cortex	UBERON:0034893	Cortex insularis dysgranularis	related
should_be_lc	Crease	HP:0011824	Chin, H-Shaped Crease	exact
should_be_lc	Crista	UBERON:0004661	Crista temporalis (Mandibulae)	exact
should_be_lc	Crista	UBERON:0018367	hypapophysis, Crista ventralis corporis, Crista ventralis, Processus latus	exact
should_be_lc	Cuneate	UBERON:0005832	Cuneate fascicle	related
should_be_lc	Cytoskeleton	GO:0034993	LInker of Nucleoskeleton and Cytoskeleton complex	exact
should_be_lc	Cytotoxic	GO:0072615	Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905076	regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905077	down regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905077	down-regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905077	downregulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905077	inhibition of Cytotoxic T-lymphocyte-associated antigen 8 secretion	narrow
should_be_lc	Cytotoxic	GO:1905077	negative regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905078	activation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	narrow
should_be_lc	Cytotoxic	GO:1905078	positive regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905078	up regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905078	up-regulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Cytotoxic	GO:1905078	upregulation of Cytotoxic T-lymphocyte-associated antigen 8 secretion	exact
should_be_lc	Decarboxylation	GO:0015451	Decarboxylation-driven transporters	related
should_be_lc	Deficiency	HP:0011219	Vertical Facial Deficiency	exact
should_be_lc	Deficit	HP:0030391	Spoken Word Recognition Deficit	label
should_be_lc	Dent	DOID:0050699	Dent disease	label
should_be_lc	Dentate	UBERON:0005381	Dentate gyrus, granule cell layer	related
should_be_lc	Deoxyinosine	GO:0035862	2'-Deoxyinosine 5'-triphosphate metabolic process	exact
should_be_lc	Deoxyinosine	GO:0035862	2'-Deoxyinosine-5'-triphosphate metabolic process	exact
should_be_lc	Deoxyinosine	GO:0035863	2'-Deoxyinosine 5'-triphosphate catabolic process	exact
should_be_lc	Deoxyinosine	GO:0035863	2'-Deoxyinosine-5'-triphosphate catabolic process	exact
should_be_lc	Deoxyinosine	GO:0035870	2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase activity	exact
should_be_lc	Dermis	UBERON:0001992	stratum papillare (Dermis)	exact
should_be_lc	Diagonal	UBERON:0006123	Diagonal band horizontal limb	exact
should_be_lc	Diaminobutane	GO:1904585	response to 1,4-Diaminobutane	exact
should_be_lc	Diaminobutane	GO:1904586	cellular response to 1,4-Diaminobutane	exact
should_be_lc	Diaphragma	UBERON:0014766	crus dextrum (Diaphragma)	exact
should_be_lc	Diaphragma	UBERON:0014767	crus sinistrum (Diaphragma)	exact
should_be_lc	Dichloro	GO:0032044	5,6-Dichloro-1-beta-D-ribofuranosylbenzimidazole sensitivity inducing factor complex	exact
should_be_lc	Digitus	UBERON:0003620	Pollex ; Digitus primus [ I ] digit long bone	exact
should_be_lc	Digitus	UBERON:0003620	Pollex ; Digitus primus [ I ] long bone of digit	exact
should_be_lc	Digitus	UBERON:0003620	Pollex ; Digitus primus [ I ] phalanx	exact
should_be_lc	Digitus	UBERON:0003620	digit long bone of Pollex ; Digitus primus [ I ]	exact
should_be_lc	Digitus	UBERON:0003620	long bone of digit of Pollex ; Digitus primus [ I ]	exact
should_be_lc	Digitus	UBERON:0003620	phalanx of Pollex ; Digitus primus [ I ]	exact
should_be_lc	Digitus	UBERON:0003645	metacarpal bone of Pollex ; Digitus primus [ I ]	exact
should_be_lc	Digitus	UBERON:0003645	metacarpal of Pollex ; Digitus primus [ I ]	exact
should_be_lc	Disease	DOID:0050398	Carrion's Disease	label
should_be_lc	Disease	DOID:14415	Legg-Calve-Perthes Disease	label
should_be_lc	Disease	HP:0010891	Sherman's Disease	exact
should_be_lc	Disease	HP:0040237	von Willebrand Disease Type II Normandy	exact
should_be_lc	Dissecans	HP:0010886	Osteochondritis Dissecans	label
should_be_lc	Dol	GO:0004377	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	label
should_be_lc	Dol	GO:0004378	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	label
should_be_lc	Dol	GO:0047397	Dol-P-Glc phosphodiesterase activity	exact
should_be_lc	Dol	GO:0047873	Dol-P phosphatase activity	exact
should_be_lc	Dol	GO:0047873	Dol-P-P phosphohydrolase activity	exact
should_be_lc	Dol	GO:0052917	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	label
should_be_lc	Dol	GO:0052918	dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	label
should_be_lc	Dol	GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	label
should_be_lc	Dol	GO:0052925	man(5)GlcNAc(2)-PP-Dol mannosyltransferase activity	exact
should_be_lc	Dol	GO:0052926	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	label
should_be_lc	Dorsalis	UBERON:0006121	Paraflocculus Dorsalis	exact
should_be_lc	Doudenal	UBERON:0000320	Doudenal mucosa	exact
should_be_lc	Ductus	UBERON:0004224	tunica muscularis (Ductus deferens)	exact
should_be_lc	Ductus	UBERON:0007642	ligamentum arteriosum (Ductus arteriosus)	exact
should_be_lc	Duodenal	UBERON:0000320	Duodenal mucous membrane	exact
should_be_lc	Duplication	HP:0030024	Pretragal Duplication	related
should_be_lc	Dysmorphism	HP:0001999	Facial Dysmorphism	broad
should_be_lc	Dystonia	HP:0012179	Facial Dystonia	narrow
should_be_lc	Ear	HP:0030022	Constricted Ear	exact
should_be_lc	Ear	HP:0030022	Cosman Ear	exact
should_be_lc	Elastic	GO:1990971	Elastic microfibrillar interface 1 complex	narrow
should_be_lc	Elastic	GO:1990971	Elastic microfibrillar interface 2 complex	narrow
should_be_lc	Elastic	GO:1990972	Elastic microfibrillar interface 3 complex	narrow
should_be_lc	Elastic	GO:1990972	Elastic microfibrillar interface 4 complex	narrow
should_be_lc	Element	UBERON:3010836	Posterolateral Supplementary Element	label
should_be_lc	Element	UBERON:3010837	Apical Supplementary Element	label
should_be_lc	Element	UBERON:3010838	Anterolateral Supplementary Element	label
should_be_lc	Eleventh	UBERON:0004635	Eleventh dorsal vertebra	exact
should_be_lc	Embryonic	UBERON:0005439	Embryonic endoderm	exact
should_be_lc	Endo	GO:0008821	Endo X3 activity	narrow
should_be_lc	Endomysium	UBERON:0011897	Endomysium of cardiac muscle cell	exact
should_be_lc	Endopeptidase	GO:0000408	Endopeptidase-like Kinase Chromatin-associated protein complex	exact
should_be_lc	Endopeptidase	GO:0000408	Kinase, putative Endopeptidase and Other Proteins of Small size protein complex	exact
should_be_lc	Endosomal	GO:0000813	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Endosomal	GO:0000814	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Endosomal	GO:0000815	Endosomal Sorting Complex Required for Transport	broad
should_be_lc	Enhancer	GO:0035098	Extra Sex Combs/Enhancer of Zeste complex	exact
should_be_lc	Entire	UBERON:0009639	Entire body of sphenoid bone	exact
should_be_lc	Epididymis	UBERON:0004544	Epididymis epithelium	exact
should_be_lc	Epiglottis	HP:0010565	Aplasia/Hypoplasia of the Epiglottis	label
should_be_lc	Ex	GO:0036375	Kbr, Ex and Mer complex	exact
should_be_lc	Ex	GO:0036375	Kibra-Ex-Mer complex	label
should_be_lc	Excess	HP:0000276	Vertical Facial Excess	exact
should_be_lc	Exo	GO:0047489	Exo-PATE activity	exact
should_be_lc	Exo	GO:0047489	Exo-PGL activity	exact
should_be_lc	Expanded	GO:0070210	Rpd3L-Expanded complex	label
should_be_lc	Expressed	GO:0071609	Regulated upon Activation, Normal T-cell Expressed, and Secreted production	exact
